crop_type,region,demand_tons,supply_tons,avg_quality_score,avg_batch_age_days,market_price_per_kg
wheat,Hyderabad,30.0,17.5,0.69,6.1,20.51
tomato,Hyderabad,28.2,15.8,0.92,6.0,17.44
wheat,Hyderabad,20.1,10.6,0.76,4.8,23.01
wheat,Bangalore,30.2,44.7,0.95,4.3,16.37
onion,Hyderabad,37.1,11.8,0.95,3.4,27.93
tomato,Hyderabad,20.5,42.5,0.63,4.8,9.98
tomato,Chennai,20.9,39.5,0.68,6.8,8.34
wheat,Hyderabad,11.9,23.4,0.78,2.0,20.97
onion,Chennai,19.1,36.1,0.99,6.0,11.31
onion,Chennai,36.4,22.3,0.63,6.1,22.46
wheat,Hyderabad,28.9,15.7,0.83,4.5,25.12
onion,Hyderabad,34.3,22.7,0.81,5.7,19.13
tomato,Bangalore,26.9,21.0,0.63,5.8,12.2
wheat,Bangalore,20.8,12.7,0.77,4.1,22.52
wheat,Chennai,11.6,11.3,0.89,4.8,25.03
wheat,Bangalore,17.3,36.1,0.67,2.3,14.12
wheat,Bangalore,30.2,32.2,0.92,6.8,20.03
wheat,Chennai,22.4,34.4,0.71,8.0,16.28
onion,Chennai,26.2,26.0,0.98,5.7,17.49
tomato,Bangalore,26.2,32.0,0.7,6.6,10.52
tomato,Chennai,29.9,21.8,0.97,7.4,20.17
wheat,Bangalore,11.2,35.9,0.93,7.8,13.6
wheat,Bangalore,29.4,41.2,0.89,4.6,21.16
onion,Bangalore,18.0,39.2,0.77,5.5,12.66
tomato,Chennai,23.3,29.7,0.94,4.1,16.4
onion,Bangalore,30.5,40.9,0.68,7.1,10.06
tomato,Bangalore,38.2,11.7,0.74,7.0,17.77
tomato,Hyderabad,16.0,24.9,0.75,7.4,9.19
onion,Hyderabad,14.1,21.8,0.83,1.7,21.75
tomato,Chennai,21.6,37.5,0.8,2.3,9.63
tomato,Bangalore,33.2,29.7,0.82,1.8,19.45
wheat,Bangalore,25.9,19.4,0.61,6.1,22.12
onion,Chennai,39.1,26.9,0.63,4.9,19.85
onion,Chennai,39.9,25.1,0.73,7.3,21.05
wheat,Hyderabad,11.2,22.2,0.71,5.8,15.1
tomato,Hyderabad,18.0,38.4,0.62,4.8,8.42
onion,Hyderabad,29.4,43.9,0.89,7.5,14.57
tomato,Bangalore,13.5,28.5,0.65,5.1,13.17
wheat,Hyderabad,15.8,27.2,0.98,3.7,20.06
wheat,Bangalore,18.3,12.3,0.88,2.7,24.04
wheat,Bangalore,14.4,28.4,0.99,5.3,14.5
wheat,Chennai,35.2,11.3,0.86,3.0,27.75
wheat,Chennai,37.7,17.2,0.95,1.2,32.99
wheat,Hyderabad,35.6,32.1,0.9,2.5,29.08
wheat,Bangalore,33.8,16.5,0.63,8.0,24.27
wheat,Hyderabad,21.0,39.5,0.82,7.3,14.48
onion,Hyderabad,36.6,26.1,0.84,2.3,23.14
tomato,Bangalore,39.0,19.4,0.8,1.6,22.87
onion,Chennai,23.3,21.7,0.81,5.1,24.28
wheat,Chennai,10.8,20.0,0.82,1.0,23.82
tomato,Chennai,28.2,24.1,0.87,2.3,17.08
onion,Bangalore,26.8,23.5,0.77,4.9,19.76
tomato,Hyderabad,36.5,43.0,0.9,1.6,15.79
onion,Chennai,22.3,26.5,0.62,2.3,17.34
wheat,Hyderabad,28.5,26.9,0.76,7.4,23.2
tomato,Hyderabad,27.4,28.7,0.84,3.6,15.22
onion,Chennai,13.9,28.8,0.97,3.2,18.82
wheat,Hyderabad,32.9,18.7,0.61,1.7,26.1
tomato,Hyderabad,25.1,35.4,0.65,3.8,12.18
onion,Hyderabad,26.2,38.6,0.67,6.7,13.23
wheat,Hyderabad,22.4,14.8,0.87,4.7,28.58
onion,Bangalore,37.2,30.6,0.63,4.1,21.18
wheat,Chennai,36.8,19.4,0.76,7.3,26.5
onion,Chennai,30.6,40.1,0.64,7.1,10.59
onion,Hyderabad,17.5,21.2,0.65,3.1,16.48
onion,Bangalore,34.3,23.6,0.92,3.1,25.99
onion,Bangalore,29.4,40.6,0.62,6.8,11.16
wheat,Bangalore,28.2,28.3,0.95,1.3,26.98
wheat,Hyderabad,10.5,28.1,0.81,3.8,17.03
onion,Bangalore,26.3,12.5,0.92,2.5,26.86
onion,Chennai,29.9,22.4,0.92,3.1,23.71
onion,Hyderabad,10.1,18.0,0.76,7.0,12.56
wheat,Bangalore,13.0,18.1,0.88,6.8,21.2
wheat,Hyderabad,22.5,13.1,0.78,2.6,28.5
tomato,Hyderabad,34.8,25.0,0.84,1.6,18.39
onion,Bangalore,26.5,40.0,0.79,1.0,17.0
tomato,Bangalore,38.3,10.1,0.7,7.6,19.42
tomato,Chennai,13.4,30.0,0.94,4.3,7.21
onion,Bangalore,27.6,16.1,0.99,2.2,23.39
onion,Hyderabad,37.5,26.3,0.63,5.2,18.85
onion,Bangalore,26.3,29.6,0.81,5.3,17.15
onion,Bangalore,36.1,32.3,0.67,4.0,21.14
tomato,Hyderabad,39.7,11.9,0.74,4.4,20.69
tomato,Hyderabad,19.5,35.5,0.95,7.6,8.84
onion,Hyderabad,34.8,20.6,0.76,3.2,24.14
wheat,Bangalore,17.6,44.9,0.68,2.0,15.78
onion,Hyderabad,26.1,37.6,0.93,7.7,11.38
tomato,Bangalore,19.5,37.1,0.62,1.1,10.55
tomato,Bangalore,17.1,42.6,0.94,6.0,9.3
wheat,Chennai,38.0,37.0,0.9,2.6,24.84
tomato,Bangalore,18.7,39.9,0.76,3.3,7.35
onion,Chennai,20.9,23.7,0.64,5.7,17.0
onion,Bangalore,31.6,36.1,0.81,3.3,14.74
wheat,Chennai,19.3,27.8,0.76,7.0,13.68
wheat,Bangalore,28.1,13.8,0.8,6.1,23.03
tomato,Hyderabad,29.0,12.5,0.96,7.7,17.89
wheat,Hyderabad,21.8,16.3,0.83,7.7,20.05
wheat,Bangalore,12.5,31.7,0.74,7.0,11.59
onion,Chennai,18.0,36.9,0.68,3.3,12.46
wheat,Chennai,38.3,42.6,0.68,3.5,21.26
tomato,Bangalore,37.0,42.6,0.75,4.4,10.13
onion,Hyderabad,34.2,10.1,0.73,4.0,24.26
wheat,Hyderabad,17.9,11.8,0.69,6.6,20.64
wheat,Bangalore,24.5,24.6,0.99,2.4,23.81
wheat,Hyderabad,25.9,13.5,0.92,7.1,22.93
wheat,Bangalore,35.5,40.7,0.82,5.6,17.13
onion,Chennai,29.6,27.9,0.66,1.4,19.01
tomato,Bangalore,11.5,29.9,0.75,6.3,8.73
onion,Bangalore,10.1,12.5,0.72,7.2,11.73
onion,Bangalore,31.3,44.1,0.92,2.7,18.71
onion,Hyderabad,30.3,34.6,0.98,4.7,17.87
tomato,Chennai,38.6,32.5,0.72,1.9,17.03
onion,Hyderabad,24.1,17.0,0.84,1.4,25.3
tomato,Chennai,18.8,15.9,0.75,3.5,16.58
onion,Bangalore,38.0,39.2,0.94,3.1,18.32
wheat,Bangalore,24.1,15.5,0.61,7.6,19.78
onion,Chennai,37.9,30.3,0.87,7.4,17.2
tomato,Hyderabad,28.6,11.4,0.67,6.8,15.61
tomato,Hyderabad,26.0,10.0,0.7,2.5,22.66
wheat,Bangalore,34.2,19.8,0.68,4.5,25.19
wheat,Hyderabad,36.8,18.0,0.9,3.2,30.78
wheat,Bangalore,31.0,24.1,0.63,6.1,23.68
tomato,Hyderabad,35.1,19.3,0.78,4.8,16.13
tomato,Bangalore,21.8,32.6,0.66,7.5,10.81
tomato,Chennai,16.2,27.0,0.95,4.7,10.41
wheat,Hyderabad,24.5,27.2,0.65,6.6,19.79
onion,Bangalore,38.3,28.2,0.87,6.4,19.79
wheat,Hyderabad,20.1,23.6,0.7,7.5,17.72
wheat,Chennai,12.2,27.6,0.67,5.0,16.63
tomato,Bangalore,27.1,10.3,0.7,3.8,15.69
wheat,Bangalore,29.6,31.7,0.72,1.6,22.93
tomato,Bangalore,13.8,22.5,0.84,6.8,7.25
wheat,Hyderabad,10.8,18.6,0.95,3.9,22.84
onion,Bangalore,37.5,24.3,0.68,4.6,21.91
wheat,Hyderabad,33.2,27.2,0.91,5.1,23.57
onion,Chennai,33.0,12.4,0.79,2.2,26.98
onion,Chennai,14.9,27.0,0.9,7.1,13.66
tomato,Hyderabad,30.1,14.4,0.98,1.9,20.74
tomato,Hyderabad,28.8,41.2,0.8,1.5,14.79
wheat,Bangalore,17.2,19.8,0.93,5.1,17.89
onion,Bangalore,27.4,35.5,0.76,5.4,15.22
wheat,Hyderabad,31.3,11.8,0.94,4.2,27.6
tomato,Hyderabad,36.6,23.2,0.9,1.7,19.65
onion,Bangalore,39.8,37.0,0.68,4.5,17.56
tomato,Hyderabad,33.1,18.0,0.97,5.1,16.57
tomato,Bangalore,25.1,31.2,0.82,4.4,10.15
wheat,Hyderabad,26.3,14.6,0.91,7.5,24.16
onion,Hyderabad,21.1,14.7,0.81,1.8,21.38
wheat,Chennai,38.3,41.6,0.95,1.5,21.72
onion,Chennai,33.4,13.6,0.64,1.7,25.69
wheat,Chennai,23.2,28.9,0.99,2.8,22.63
tomato,Bangalore,26.4,29.9,0.74,4.9,13.83
tomato,Hyderabad,30.9,15.8,0.9,7.8,16.25
onion,Hyderabad,28.0,34.3,0.93,1.4,25.29
tomato,Bangalore,23.2,39.2,0.97,5.4,6.82
wheat,Chennai,17.6,44.4,0.99,7.5,11.83
tomato,Chennai,22.3,21.4,0.9,1.6,19.75
wheat,Chennai,23.4,25.6,0.96,1.9,23.18
tomato,Bangalore,39.8,33.1,0.62,1.7,21.33
tomato,Bangalore,16.2,27.6,0.82,3.0,11.53
tomato,Bangalore,24.8,15.6,0.99,2.1,20.61
wheat,Bangalore,39.0,38.1,0.85,3.1,27.13
onion,Hyderabad,31.4,26.8,0.76,2.1,19.29
onion,Hyderabad,33.1,19.2,0.6,5.7,20.59
onion,Bangalore,19.6,40.4,0.69,5.3,11.62
tomato,Hyderabad,12.0,16.8,0.69,6.2,11.57
tomato,Hyderabad,38.3,28.1,0.74,2.6,15.96
wheat,Hyderabad,15.9,43.6,0.66,4.6,12.22
tomato,Bangalore,13.8,14.3,0.85,5.7,15.63
wheat,Hyderabad,19.9,11.5,0.8,4.8,25.68
onion,Bangalore,38.4,16.9,0.95,5.9,23.3
tomato,Hyderabad,35.5,26.8,0.75,4.5,14.16
wheat,Chennai,25.6,20.4,0.77,3.1,25.54
tomato,Hyderabad,14.9,22.7,0.7,5.8,10.48
onion,Chennai,35.2,30.3,0.85,3.0,25.39
onion,Hyderabad,18.6,24.8,0.86,1.2,19.87
tomato,Hyderabad,34.4,14.5,0.61,5.8,20.87
tomato,Chennai,28.8,15.3,0.79,4.5,19.17
wheat,Chennai,20.0,12.5,0.64,4.0,29.28
tomato,Bangalore,34.8,27.0,0.82,3.1,16.15
tomato,Chennai,29.6,15.2,0.82,4.7,19.95
wheat,Chennai,29.9,33.3,0.71,4.2,19.96
tomato,Hyderabad,25.6,40.1,0.6,1.2,10.26
tomato,Chennai,33.3,25.8,0.9,7.7,15.85
tomato,Hyderabad,15.0,39.2,0.68,7.2,5.14
onion,Hyderabad,30.3,27.4,0.64,3.0,20.16
wheat,Chennai,37.0,29.5,0.95,6.8,25.83
wheat,Chennai,30.9,20.2,0.73,3.2,26.41
tomato,Bangalore,35.6,14.9,0.82,1.1,22.83
wheat,Chennai,11.6,35.4,0.63,6.0,14.1
tomato,Hyderabad,36.5,42.7,0.94,5.9,11.64
wheat,Chennai,18.2,17.4,0.84,4.5,23.18
tomato,Bangalore,18.3,37.7,0.69,5.8,5.0
wheat,Chennai,36.5,29.7,0.67,2.6,26.38
onion,Hyderabad,24.6,21.8,0.82,6.2,17.96
tomato,Hyderabad,19.7,35.2,0.86,7.7,5.64
tomato,Bangalore,22.8,19.5,0.75,6.9,15.12
onion,Hyderabad,23.7,27.2,0.61,2.4,18.69
tomato,Bangalore,36.2,37.0,0.77,6.2,13.34
tomato,Chennai,23.8,18.3,0.98,5.2,16.85
tomato,Hyderabad,17.7,33.6,0.82,2.6,9.36
onion,Chennai,29.9,14.0,0.89,4.5,23.49
onion,Bangalore,32.4,10.3,0.67,5.1,23.02
tomato,Hyderabad,37.5,34.7,0.87,3.8,20.23
onion,Bangalore,25.7,12.6,0.68,6.9,20.46
wheat,Chennai,39.9,41.0,0.92,3.6,25.04
wheat,Hyderabad,15.3,30.3,0.96,3.2,18.13
tomato,Hyderabad,15.6,31.9,0.73,2.5,8.87
tomato,Chennai,24.2,11.4,0.86,1.4,20.0
tomato,Hyderabad,23.1,40.1,0.83,2.1,11.65
onion,Bangalore,23.2,41.5,0.9,4.4,17.48
tomato,Chennai,36.6,39.3,0.95,7.5,14.02
tomato,Bangalore,23.1,19.2,0.67,5.8,14.0
wheat,Chennai,16.0,21.2,0.84,1.5,24.64
tomato,Bangalore,30.1,26.7,0.86,1.3,19.8
wheat,Bangalore,19.0,21.1,0.87,1.2,26.32
tomato,Hyderabad,32.9,16.1,0.73,7.8,17.39
onion,Chennai,38.0,28.3,0.72,2.9,25.05
wheat,Bangalore,25.0,19.5,0.67,5.3,26.76
tomato,Bangalore,12.2,40.8,0.7,5.2,5.06
wheat,Bangalore,30.7,22.0,0.71,8.0,22.58
tomato,Chennai,29.3,22.4,0.62,1.2,21.11
wheat,Hyderabad,35.2,11.2,0.75,2.7,31.41
onion,Chennai,12.2,43.4,0.69,7.5,6.53
onion,Hyderabad,15.3,13.8,0.83,7.5,16.53
onion,Hyderabad,22.7,42.7,0.82,4.7,13.78
wheat,Hyderabad,30.0,12.8,0.84,2.1,30.15
onion,Hyderabad,19.0,26.2,0.84,2.2,16.59
tomato,Bangalore,23.4,38.5,0.96,4.6,12.8
onion,Bangalore,30.1,43.6,0.84,4.9,15.62
tomato,Bangalore,39.5,28.5,0.92,6.9,16.73
tomato,Hyderabad,20.2,26.4,0.94,3.1,15.91
onion,Hyderabad,23.1,42.6,0.85,3.0,16.73
wheat,Hyderabad,24.7,22.0,0.97,1.2,29.55
tomato,Chennai,29.6,35.4,0.6,7.6,13.41
wheat,Bangalore,17.0,19.2,0.62,1.9,24.19
wheat,Hyderabad,17.2,24.5,0.85,4.4,21.47
tomato,Hyderabad,25.5,18.9,0.98,7.3,11.29
tomato,Chennai,22.4,35.5,0.78,7.0,10.13
wheat,Hyderabad,20.1,29.6,0.64,2.4,17.56
onion,Bangalore,14.7,25.9,0.84,5.8,13.43
tomato,Chennai,36.1,29.9,0.78,1.5,21.16
wheat,Chennai,24.8,14.1,0.61,3.1,25.25
tomato,Hyderabad,33.7,20.4,0.8,3.9,15.98
tomato,Hyderabad,15.9,11.9,0.68,1.1,16.66
tomato,Chennai,21.2,16.4,0.77,7.9,14.55
wheat,Hyderabad,38.2,41.2,0.81,4.8,18.13
onion,Chennai,29.4,11.6,0.62,4.2,24.89
wheat,Bangalore,34.7,17.4,0.76,3.2,28.62
onion,Bangalore,25.1,38.1,0.78,4.4,15.36
tomato,Hyderabad,22.5,24.3,0.73,6.5,13.44
wheat,Bangalore,24.4,11.6,0.72,3.0,28.1
wheat,Hyderabad,23.0,33.8,0.84,6.4,20.0
onion,Hyderabad,24.2,32.5,0.64,4.1,13.03
wheat,Bangalore,13.2,32.0,0.64,1.7,15.78
tomato,Hyderabad,27.9,21.8,0.71,1.9,23.05
onion,Hyderabad,24.3,22.7,0.86,7.3,17.56
tomato,Bangalore,21.4,14.9,0.85,6.1,15.06
wheat,Hyderabad,12.4,34.3,0.91,6.8,15.3
onion,Hyderabad,34.9,15.3,0.62,7.2,19.53
tomato,Bangalore,10.8,34.1,0.84,7.6,5.0
tomato,Hyderabad,12.5,19.1,0.61,1.3,13.4
tomato,Bangalore,10.6,19.5,0.92,5.3,13.15
wheat,Hyderabad,23.4,20.8,0.79,3.3,23.13
tomato,Hyderabad,29.6,18.0,0.71,3.2,20.06
tomato,Chennai,18.2,17.3,0.78,7.4,12.88
onion,Hyderabad,12.9,42.3,0.83,3.5,9.4
tomato,Chennai,30.8,11.4,0.94,4.1,18.85
onion,Hyderabad,19.0,38.1,0.71,6.1,12.09
onion,Chennai,17.5,21.8,0.84,4.2,15.97
tomato,Bangalore,25.7,38.2,0.74,5.5,10.89
onion,Bangalore,13.3,37.8,0.64,2.9,10.56
wheat,Bangalore,23.7,43.0,0.96,1.7,21.64
tomato,Chennai,34.2,19.5,0.79,6.0,15.6
tomato,Hyderabad,30.8,38.0,0.76,3.4,12.59
tomato,Bangalore,19.8,40.1,0.65,4.0,9.05
tomato,Chennai,24.4,21.7,0.78,5.0,14.41
onion,Hyderabad,22.4,35.6,0.87,6.8,14.27
wheat,Chennai,21.1,27.0,0.73,2.0,19.33
tomato,Chennai,13.2,33.9,0.86,7.7,10.24
onion,Chennai,26.0,41.7,0.63,2.3,11.64
onion,Hyderabad,27.5,38.6,1.0,3.7,14.35
onion,Chennai,28.8,34.0,0.65,6.5,15.22
onion,Bangalore,24.5,21.6,0.9,3.2,21.59
onion,Hyderabad,28.9,14.1,0.86,3.0,26.79
onion,Bangalore,17.9,39.4,0.61,4.6,14.24
onion,Bangalore,33.7,14.7,0.72,5.3,26.87
tomato,Chennai,22.1,40.6,0.77,3.8,9.3
tomato,Chennai,13.4,20.7,0.91,3.6,12.6
wheat,Hyderabad,30.2,16.9,0.96,1.7,29.53
onion,Chennai,22.1,37.4,0.99,1.9,20.76
wheat,Bangalore,24.4,23.2,0.75,1.4,23.7
wheat,Bangalore,34.5,38.1,0.79,3.1,26.07
tomato,Chennai,39.5,16.9,0.65,1.4,21.96
wheat,Hyderabad,16.7,21.9,1.0,4.7,23.33
tomato,Bangalore,20.0,21.6,0.61,1.9,13.42
onion,Bangalore,20.5,36.5,0.83,5.8,13.47
wheat,Chennai,10.1,42.6,0.64,3.8,11.53
tomato,Hyderabad,24.0,40.6,0.92,7.9,10.45
tomato,Bangalore,26.7,23.3,0.8,4.9,12.83
onion,Bangalore,36.1,16.7,0.64,7.3,18.96
tomato,Chennai,26.5,22.6,0.65,5.1,11.32
tomato,Hyderabad,33.9,30.7,0.64,4.8,14.38
wheat,Chennai,33.8,32.0,0.66,6.0,17.43
tomato,Hyderabad,16.5,30.7,0.97,6.6,7.62
onion,Chennai,16.1,18.7,1.0,1.7,20.6
tomato,Chennai,15.5,36.5,0.61,6.7,5.0
wheat,Chennai,29.7,22.8,0.84,5.9,22.13
wheat,Bangalore,27.7,28.2,0.9,4.6,22.15
wheat,Bangalore,21.9,10.9,0.73,7.8,21.91
onion,Hyderabad,35.4,25.4,0.61,1.5,24.23
wheat,Bangalore,39.1,34.3,0.63,2.3,25.71
wheat,Bangalore,29.3,11.0,0.93,6.5,28.0
tomato,Chennai,31.3,17.5,0.62,2.4,18.06
wheat,Hyderabad,25.3,26.7,0.71,1.2,22.01
onion,Hyderabad,21.9,20.5,0.95,6.2,18.29
wheat,Bangalore,30.9,17.2,0.78,1.5,31.11
wheat,Bangalore,13.8,41.6,0.95,4.3,16.49
onion,Bangalore,23.0,37.5,0.78,7.6,14.28
wheat,Bangalore,23.9,37.5,0.93,4.9,18.52
tomato,Bangalore,32.6,38.4,0.61,4.3,9.08
tomato,Chennai,38.9,39.2,0.8,6.3,11.88
tomato,Bangalore,24.1,28.5,1.0,6.9,14.4
onion,Bangalore,25.5,36.7,0.78,6.5,11.53
tomato,Bangalore,23.1,23.9,0.9,5.1,14.84
onion,Chennai,15.1,17.9,0.83,4.0,15.59
wheat,Hyderabad,35.6,19.0,0.8,7.8,24.8
tomato,Bangalore,24.1,43.5,0.91,7.8,5.16
wheat,Chennai,20.7,19.6,0.92,3.6,25.31
onion,Chennai,35.5,39.6,0.74,6.8,14.47
onion,Hyderabad,10.0,28.3,0.74,8.0,12.01
wheat,Hyderabad,32.8,43.4,0.96,3.2,22.2
tomato,Chennai,28.9,41.8,0.77,6.5,7.37
wheat,Hyderabad,39.6,20.8,0.65,2.4,27.49
onion,Bangalore,23.5,10.8,0.86,3.9,23.31
onion,Hyderabad,16.2,32.9,0.77,2.3,16.23
onion,Bangalore,33.6,33.6,0.65,5.9,20.0
wheat,Bangalore,38.3,15.0,0.86,3.7,30.2
wheat,Bangalore,37.0,19.5,0.92,8.0,26.23
onion,Bangalore,23.1,28.2,0.72,1.1,17.65
tomato,Hyderabad,31.1,13.0,0.86,5.6,17.5
wheat,Bangalore,10.1,18.7,0.97,7.5,20.3
wheat,Bangalore,10.5,42.7,0.63,6.6,11.64
tomato,Bangalore,38.2,16.5,0.99,8.0,16.77
tomato,Hyderabad,22.7,20.8,0.71,7.8,12.22
tomato,Hyderabad,32.0,10.0,0.84,7.4,17.15
onion,Hyderabad,31.4,34.1,0.73,2.8,17.37
tomato,Bangalore,37.7,26.0,0.94,4.2,16.69
onion,Hyderabad,26.1,10.8,0.78,6.5,20.78
wheat,Bangalore,29.1,41.8,0.61,4.9,17.51
wheat,Bangalore,18.6,43.5,0.89,5.6,17.51
tomato,Chennai,34.1,33.1,0.76,4.6,13.4
tomato,Hyderabad,38.8,22.5,0.63,2.2,22.5
onion,Hyderabad,20.7,20.1,0.7,5.6,18.02
tomato,Hyderabad,18.8,12.8,0.8,3.2,17.05
wheat,Bangalore,38.6,25.5,0.67,2.4,25.46
tomato,Bangalore,11.8,19.4,0.91,7.2,8.22
wheat,Bangalore,34.1,14.8,0.91,6.6,23.37
wheat,Chennai,22.1,41.8,0.9,4.8,17.6
tomato,Bangalore,20.4,28.2,0.86,3.9,14.33
onion,Bangalore,22.2,34.1,0.7,5.5,14.32
tomato,Hyderabad,19.9,24.8,0.83,7.3,11.31
onion,Hyderabad,25.3,32.5,0.64,6.9,13.25
tomato,Hyderabad,35.5,10.7,0.84,2.9,22.48
wheat,Chennai,30.2,17.8,0.61,3.9,26.95
onion,Hyderabad,34.3,38.0,0.78,5.2,18.91
tomato,Bangalore,26.4,29.4,0.8,3.1,15.33
wheat,Bangalore,31.6,17.5,0.68,3.9,27.27
onion,Bangalore,23.5,28.8,0.68,2.1,15.15
tomato,Chennai,23.0,24.4,0.61,4.5,16.86
onion,Bangalore,15.3,18.8,0.92,7.6,19.26
onion,Hyderabad,24.9,17.5,0.62,3.3,21.44
wheat,Bangalore,37.1,45.0,0.99,7.2,17.58
tomato,Chennai,30.6,24.6,0.86,3.2,18.71
onion,Bangalore,17.9,10.4,0.81,5.2,24.92
wheat,Hyderabad,27.7,26.5,0.83,7.5,19.51
tomato,Bangalore,17.9,27.7,0.9,4.5,13.94
onion,Hyderabad,31.7,38.2,0.72,5.6,16.92
wheat,Bangalore,10.9,19.0,0.96,6.8,18.76
tomato,Chennai,16.6,23.6,0.95,6.1,9.22
onion,Hyderabad,15.3,36.0,0.7,4.2,10.93
tomato,Hyderabad,24.4,25.7,0.65,4.0,11.93
onion,Chennai,17.0,35.7,0.61,5.3,10.01
wheat,Bangalore,13.7,13.5,0.84,2.4,23.0
wheat,Chennai,35.6,18.1,0.73,2.5,27.8
wheat,Hyderabad,13.4,38.2,0.7,2.7,14.36
tomato,Bangalore,17.8,28.8,0.96,6.9,10.43
wheat,Chennai,11.1,28.7,0.88,3.4,17.85
onion,Hyderabad,14.3,40.0,0.72,5.6,8.17
wheat,Hyderabad,24.2,27.4,0.89,1.6,25.73
tomato,Chennai,28.8,22.5,0.73,1.2,19.16
wheat,Chennai,13.8,26.7,0.91,2.8,21.02
onion,Chennai,16.6,28.3,0.66,5.7,13.11
wheat,Hyderabad,35.4,22.1,0.86,6.0,21.99
wheat,Hyderabad,12.5,44.7,0.65,1.5,16.4
onion,Chennai,19.1,32.8,0.73,3.7,12.83
wheat,Chennai,25.3,43.0,0.62,4.5,13.48
tomato,Chennai,33.5,22.3,0.72,4.9,16.54
onion,Chennai,39.8,32.8,0.62,4.7,18.82
tomato,Hyderabad,14.3,42.2,0.78,8.0,6.81
onion,Bangalore,23.6,18.4,0.93,6.5,16.47
onion,Hyderabad,30.9,24.6,0.83,5.5,20.9
tomato,Hyderabad,13.0,42.1,0.82,2.1,7.27
wheat,Chennai,37.4,15.9,0.93,7.5,23.03
onion,Chennai,30.9,20.9,0.64,2.9,23.08
onion,Hyderabad,39.4,27.3,0.6,2.0,24.45
wheat,Bangalore,38.3,22.8,0.97,6.5,22.92
onion,Hyderabad,25.9,40.5,0.87,1.8,16.19
wheat,Chennai,34.2,10.7,0.93,2.0,29.98
tomato,Bangalore,32.0,13.9,0.94,6.9,18.89
wheat,Bangalore,10.2,30.7,0.94,3.5,22.22
wheat,Bangalore,16.8,16.0,0.87,5.3,21.04
tomato,Bangalore,19.4,26.2,0.76,7.0,10.55
onion,Hyderabad,19.1,40.2,0.91,7.5,11.24
onion,Bangalore,15.1,36.7,0.91,7.1,7.44
onion,Chennai,26.9,17.5,0.74,6.5,20.26
wheat,Chennai,38.6,37.1,0.92,4.7,21.11
onion,Chennai,12.0,14.1,0.84,2.9,19.01
tomato,Chennai,30.6,23.0,0.7,6.3,13.07
onion,Hyderabad,28.4,23.1,0.88,6.9,18.85
wheat,Bangalore,29.3,33.8,0.82,5.4,24.42
wheat,Bangalore,15.0,44.2,0.64,7.5,10.37
tomato,Bangalore,23.1,32.1,0.74,3.1,14.17
tomato,Hyderabad,13.6,36.6,0.97,4.2,10.02
onion,Hyderabad,33.1,31.6,0.84,3.0,20.75
onion,Hyderabad,33.8,14.0,0.81,1.7,26.73
onion,Chennai,39.9,24.9,0.74,6.0,23.53
onion,Hyderabad,35.0,25.9,0.89,1.8,24.8
onion,Bangalore,14.4,21.1,0.99,2.8,20.28
tomato,Hyderabad,24.7,28.1,0.77,7.9,10.04
wheat,Chennai,35.2,44.9,0.72,3.5,20.71
onion,Hyderabad,16.6,17.0,0.97,7.0,16.25
wheat,Chennai,17.6,27.7,0.61,1.9,23.02
onion,Bangalore,32.6,24.8,0.81,3.6,23.15
wheat,Hyderabad,31.7,17.2,0.74,4.3,27.94
onion,Hyderabad,32.6,21.5,0.66,3.8,19.06
onion,Bangalore,24.6,34.6,0.81,7.1,17.34
tomato,Hyderabad,34.4,28.2,0.91,4.7,15.75
tomato,Bangalore,34.3,17.8,0.89,7.6,15.21
tomato,Hyderabad,17.2,11.5,0.85,4.9,19.46
wheat,Hyderabad,36.7,26.4,0.86,7.3,21.34
tomato,Chennai,38.9,24.6,0.84,6.0,18.04
onion,Chennai,27.6,37.9,0.79,6.6,16.97
wheat,Chennai,38.2,28.7,0.84,1.2,28.97
wheat,Chennai,22.2,24.3,0.82,4.8,19.46
onion,Chennai,34.5,32.4,0.72,5.6,16.4
tomato,Chennai,37.3,32.3,0.91,3.6,15.18
wheat,Bangalore,18.3,28.7,0.74,1.9,20.11
onion,Hyderabad,28.7,31.0,0.82,5.1,13.99
tomato,Hyderabad,22.9,24.3,0.65,5.7,14.18
wheat,Bangalore,10.0,43.4,0.93,7.3,12.81
wheat,Chennai,34.3,39.3,0.64,6.2,18.75
tomato,Chennai,38.4,25.5,0.84,4.3,19.06
wheat,Bangalore,12.3,27.5,0.87,6.5,18.3
tomato,Bangalore,11.9,24.1,0.61,3.3,10.9
wheat,Hyderabad,17.4,37.6,0.85,4.7,13.38
onion,Hyderabad,37.8,24.1,0.96,3.7,22.51
tomato,Bangalore,24.3,14.3,0.97,4.2,17.13
onion,Hyderabad,20.2,14.4,0.77,1.1,25.37
onion,Hyderabad,25.4,14.9,0.69,4.1,20.02
onion,Bangalore,35.0,24.1,0.89,7.1,18.47
tomato,Hyderabad,34.2,36.5,0.74,7.9,8.85
tomato,Hyderabad,23.0,21.6,0.67,6.4,10.86
wheat,Hyderabad,27.0,43.5,0.73,2.5,20.83
wheat,Chennai,31.6,21.8,0.72,4.8,26.16
wheat,Chennai,36.8,28.0,0.93,6.7,26.51
onion,Hyderabad,16.6,27.9,0.82,4.8,18.13
tomato,Hyderabad,30.1,32.0,0.61,4.8,11.07
