date,crop_type,region,demand_tons
2025-09-05,onion,Bangalore,26.3
2025-09-06,onion,Bangalore,28.6
2025-09-07,onion,Bangalore,27.8
2025-09-08,onion,Bangalore,20.5
2025-09-09,onion,Bangalore,17.3
2025-09-10,onion,Bangalore,27.8
2025-09-11,onion,Bangalore,20.9
2025-09-12,onion,Bangalore,24.3
2025-09-13,onion,Bangalore,21.5
2025-09-14,onion,Bangalore,19.6
2025-09-15,onion,Bangalore,26.6
2025-09-16,onion,Bangalore,27.3
2025-09-17,onion,Bangalore,23.3
2025-09-18,onion,Bangalore,17.2
2025-09-19,onion,Bangalore,23.4
2025-09-20,onion,Bangalore,26.2
2025-09-21,onion,Bangalore,20.6
2025-09-22,onion,Bangalore,25.6
2025-09-23,onion,Bangalore,25.0
2025-09-24,onion,Bangalore,26.7
2025-09-25,onion,Bangalore,25.4
2025-09-26,onion,Bangalore,22.1
2025-09-27,onion,Bangalore,28.6
2025-09-28,onion,Bangalore,24.5
2025-09-29,onion,Bangalore,24.9
2025-09-30,onion,Bangalore,22.2
2025-10-01,onion,Bangalore,23.7
2025-10-02,onion,Bangalore,22.3
2025-10-03,onion,Bangalore,24.5
2025-10-04,onion,Bangalore,30.1
2025-10-05,onion,Bangalore,20.9
2025-10-06,onion,Bangalore,20.2
2025-10-07,onion,Bangalore,29.4
2025-10-08,onion,Bangalore,24.4
2025-10-09,onion,Bangalore,23.0
2025-10-10,onion,Bangalore,28.1
2025-10-11,onion,Bangalore,23.2
2025-10-12,onion,Bangalore,30.5
2025-10-13,onion,Bangalore,27.0
2025-10-14,onion,Bangalore,23.5
2025-10-15,onion,Bangalore,31.5
2025-10-16,onion,Bangalore,23.2
2025-10-17,onion,Bangalore,27.2
2025-10-18,onion,Bangalore,25.9
2025-10-19,onion,Bangalore,28.9
2025-10-20,onion,Bangalore,29.7
2025-10-21,onion,Bangalore,25.1
2025-10-22,onion,Bangalore,22.7
2025-10-23,onion,Bangalore,26.4
2025-10-24,onion,Bangalore,23.0
2025-10-25,onion,Bangalore,31.0
2025-10-26,onion,Bangalore,25.4
2025-10-27,onion,Bangalore,23.9
2025-10-28,onion,Bangalore,25.6
2025-10-29,onion,Bangalore,21.0
2025-10-30,onion,Bangalore,22.1
2025-10-31,onion,Bangalore,28.6
2025-11-01,onion,Bangalore,23.0
2025-11-02,onion,Bangalore,21.9
2025-11-03,onion,Bangalore,26.6
2025-11-04,onion,Bangalore,28.6
2025-11-05,onion,Bangalore,27.2
2025-11-06,onion,Bangalore,28.0
2025-11-07,onion,Bangalore,22.7
2025-11-08,onion,Bangalore,20.7
2025-11-09,onion,Bangalore,29.5
2025-11-10,onion,Bangalore,24.0
2025-11-11,onion,Bangalore,24.2
2025-11-12,onion,Bangalore,29.0
2025-11-13,onion,Bangalore,26.7
2025-11-14,onion,Bangalore,26.4
2025-11-15,onion,Bangalore,31.5
2025-11-16,onion,Bangalore,23.1
2025-11-17,onion,Bangalore,27.8
2025-11-18,onion,Bangalore,25.2
2025-11-19,onion,Bangalore,25.8
2025-11-20,onion,Bangalore,29.6
2025-11-21,onion,Bangalore,26.5
2025-11-22,onion,Bangalore,26.6
2025-11-23,onion,Bangalore,28.2
2025-11-24,onion,Bangalore,23.9
2025-11-25,onion,Bangalore,22.5
2025-11-26,onion,Bangalore,21.9
2025-11-27,onion,Bangalore,19.1
2025-11-28,onion,Bangalore,31.2
2025-11-29,onion,Bangalore,21.7
2025-11-30,onion,Bangalore,24.3
2025-12-01,onion,Bangalore,24.2
2025-12-02,onion,Bangalore,25.9
2025-12-03,onion,Bangalore,27.4
2025-12-04,onion,Bangalore,27.6
2025-12-05,onion,Bangalore,23.3
2025-12-06,onion,Bangalore,24.5
2025-12-07,onion,Bangalore,25.8
2025-12-08,onion,Bangalore,24.3
2025-12-09,onion,Bangalore,29.8
2025-12-10,onion,Bangalore,26.5
2025-12-11,onion,Bangalore,27.2
2025-12-12,onion,Bangalore,27.0
2025-12-13,onion,Bangalore,28.5
2025-12-14,onion,Bangalore,25.5
2025-12-15,onion,Bangalore,21.1
2025-12-16,onion,Bangalore,26.2
2025-12-17,onion,Bangalore,23.0
2025-12-18,onion,Bangalore,23.4
2025-12-19,onion,Bangalore,26.8
2025-12-20,onion,Bangalore,28.7
2025-12-21,onion,Bangalore,25.1
2025-12-22,onion,Bangalore,25.9
2025-12-23,onion,Bangalore,30.1
2025-12-24,onion,Bangalore,25.7
2025-12-25,onion,Bangalore,32.8
2025-12-26,onion,Bangalore,26.7
2025-12-27,onion,Bangalore,19.7
2025-12-28,onion,Bangalore,27.3
2025-12-29,onion,Bangalore,26.1
2025-12-30,onion,Bangalore,28.9
2025-12-31,onion,Bangalore,27.0
2025-01-01,onion,Chennai,24.6
2025-01-02,onion,Chennai,21.3
2025-01-03,onion,Chennai,24.4
2025-01-04,onion,Chennai,22.4
2025-01-05,onion,Chennai,23.3
2025-01-06,onion,Chennai,26.8
2025-01-07,onion,Chennai,30.0
2025-01-08,onion,Chennai,26.2
2025-01-09,onion,Chennai,21.4
2025-01-10,onion,Chennai,26.3
2025-01-11,onion,Chennai,28.6
2025-01-12,onion,Chennai,23.2
2025-01-13,onion,Chennai,24.6
2025-01-14,onion,Chennai,25.0
2025-01-15,onion,Chennai,22.6
2025-01-16,onion,Chennai,26.9
2025-01-17,onion,Chennai,24.6
2025-01-18,onion,Chennai,26.3
2025-01-19,onion,Chennai,22.3
2025-01-20,onion,Chennai,23.7
2025-01-21,onion,Chennai,27.2
2025-01-22,onion,Chennai,23.9
2025-01-23,onion,Chennai,30.2
2025-01-24,onion,Chennai,23.8
2025-01-25,onion,Chennai,25.7
2025-01-26,onion,Chennai,27.8
2025-01-27,onion,Chennai,20.7
2025-01-28,onion,Chennai,19.7
2025-01-29,onion,Chennai,20.4
2025-01-30,onion,Chennai,28.8
2025-01-31,onion,Chennai,23.3
2025-02-01,onion,Chennai,32.7
2025-02-02,onion,Chennai,23.3
2025-02-03,onion,Chennai,25.6
2025-02-04,onion,Chennai,29.6
2025-02-05,onion,Chennai,31.0
2025-02-06,onion,Chennai,31.2
2025-02-07,onion,Chennai,28.6
2025-02-08,onion,Chennai,28.1
2025-02-09,onion,Chennai,26.8
2025-02-10,onion,Chennai,27.3
2025-02-11,onion,Chennai,23.3
2025-02-12,onion,Chennai,22.5
2025-02-13,onion,Chennai,25.0
2025-02-14,onion,Chennai,24.5
2025-02-15,onion,Chennai,23.6
2025-02-16,onion,Chennai,27.1
2025-02-17,onion,Chennai,27.9
2025-02-18,onion,Chennai,25.3
2025-02-19,onion,Chennai,29.4
2025-02-20,onion,Chennai,21.6
2025-02-21,onion,Chennai,24.4
2025-02-22,onion,Chennai,22.8
2025-02-23,onion,Chennai,19.4
2025-02-24,onion,Chennai,24.8
2025-02-25,onion,Chennai,24.6
2025-02-26,onion,Chennai,29.5
2025-02-27,onion,Chennai,26.9
2025-02-28,onion,Chennai,21.9
2025-03-01,onion,Chennai,30.6
2025-03-02,onion,Chennai,28.7
2025-03-03,onion,Chennai,26.7
2025-03-04,onion,Chennai,24.3
2025-03-05,onion,Chennai,22.1
2025-03-06,onion,Chennai,23.9
2025-03-07,onion,Chennai,28.3
2025-03-08,onion,Chennai,30.7
2025-03-09,onion,Chennai,29.6
2025-03-10,onion,Chennai,23.5
2025-03-11,onion,Chennai,21.6
2025-03-12,onion,Chennai,25.4
2025-03-13,onion,Chennai,19.7
2025-03-14,onion,Chennai,26.0
2025-03-15,onion,Chennai,24.6
2025-03-16,onion,Chennai,23.6
2025-03-17,onion,Chennai,20.2
2025-03-18,onion,Chennai,26.5
2025-03-19,onion,Chennai,23.4
2025-03-20,onion,Chennai,21.5
2025-03-21,onion,Chennai,16.4
2025-03-22,onion,Chennai,24.9
2025-03-23,onion,Chennai,30.3
2025-03-24,onion,Chennai,30.0
2025-03-25,onion,Chennai,23.6
2025-03-26,onion,Chennai,23.2
2025-03-27,onion,Chennai,26.4
2025-03-28,onion,Chennai,22.0
2025-03-29,onion,Chennai,25.9
2025-03-30,onion,Chennai,27.3
2025-03-31,onion,Chennai,28.7
2025-04-01,onion,Chennai,24.7
2025-04-02,onion,Chennai,24.4
2025-04-03,onion,Chennai,22.4
2025-04-04,onion,Chennai,22.5
2025-04-05,onion,Chennai,24.3
2025-04-06,onion,Chennai,26.1
2025-04-07,onion,Chennai,27.7
2025-04-08,onion,Chennai,22.6
2025-04-09,onion,Chennai,29.5
2025-04-10,onion,Chennai,24.2
2025-04-11,onion,Chennai,24.9
2025-04-12,onion,Chennai,22.8
2025-04-13,onion,Chennai,17.7
2025-04-14,onion,Chennai,27.7
2025-04-15,onion,Chennai,27.2
2025-04-16,onion,Chennai,24.2
2025-04-17,onion,Chennai,25.2
2025-04-18,onion,Chennai,26.5
2025-04-19,onion,Chennai,20.3
2025-04-20,onion,Chennai,23.4
2025-04-21,onion,Chennai,27.4
2025-04-22,onion,Chennai,21.2
2025-04-23,onion,Chennai,25.9
2025-04-24,onion,Chennai,20.9
2025-04-25,onion,Chennai,26.4
2025-04-26,onion,Chennai,24.9
2025-04-27,onion,Chennai,20.2
2025-04-28,onion,Chennai,28.5
2025-04-29,onion,Chennai,22.8
2025-04-30,onion,Chennai,22.6
2025-05-01,onion,Chennai,25.6
2025-05-02,onion,Chennai,28.4
2025-05-03,onion,Chennai,22.0
2025-05-04,onion,Chennai,25.2
2025-05-05,onion,Chennai,26.3
2025-05-06,onion,Chennai,27.1
2025-05-07,onion,Chennai,25.5
2025-05-08,onion,Chennai,23.9
2025-05-09,onion,Chennai,22.5
2025-05-10,onion,Chennai,25.3
2025-05-11,onion,Chennai,21.8
2025-05-12,onion,Chennai,16.2
2025-05-13,onion,Chennai,26.3
2025-05-14,onion,Chennai,27.7
2025-05-15,onion,Chennai,17.9
2025-05-16,onion,Chennai,22.0
2025-05-17,onion,Chennai,26.9
2025-05-18,onion,Chennai,31.2
2025-05-19,onion,Chennai,25.1
2025-05-20,onion,Chennai,22.8
2025-05-21,onion,Chennai,24.5
2025-05-22,onion,Chennai,29.1
2025-05-23,onion,Chennai,23.1
2025-05-24,onion,Chennai,22.6
2025-05-25,onion,Chennai,23.6
2025-05-26,onion,Chennai,22.1
2025-05-27,onion,Chennai,25.4
2025-05-28,onion,Chennai,29.9
2025-05-29,onion,Chennai,26.0
2025-05-30,onion,Chennai,24.2
2025-05-31,onion,Chennai,24.1
2025-06-01,onion,Chennai,25.3
2025-06-02,onion,Chennai,32.6
2025-06-03,onion,Chennai,29.8
2025-06-04,onion,Chennai,29.5
2025-06-05,onion,Chennai,39.6
2025-06-06,onion,Chennai,30.9
2025-06-07,onion,Chennai,27.7
2025-06-08,onion,Chennai,28.7
2025-06-09,onion,Chennai,33.4
2025-06-10,onion,Chennai,30.3
2025-06-11,onion,Chennai,25.7
2025-06-12,onion,Chennai,32.8
2025-06-13,onion,Chennai,28.0
2025-06-14,onion,Chennai,35.6
2025-06-15,onion,Chennai,33.2
2025-06-16,onion,Chennai,28.7
2025-06-17,onion,Chennai,33.8
2025-06-18,onion,Chennai,30.2
2025-06-19,onion,Chennai,32.6
2025-06-20,onion,Chennai,31.5
2025-06-21,onion,Chennai,27.5
2025-06-22,onion,Chennai,28.1
2025-06-23,onion,Chennai,33.1
2025-06-24,onion,Chennai,29.0
2025-06-25,onion,Chennai,28.8
2025-06-26,onion,Chennai,27.1
2025-06-27,onion,Chennai,31.3
2025-06-28,onion,Chennai,36.2
2025-06-29,onion,Chennai,26.8
2025-06-30,onion,Chennai,30.1
2025-07-01,onion,Chennai,34.2
2025-07-02,onion,Chennai,29.8
2025-07-03,onion,Chennai,31.4
2025-07-04,onion,Chennai,26.8
2025-07-05,onion,Chennai,31.3
2025-07-06,onion,Chennai,29.4
2025-07-07,onion,Chennai,33.0
2025-07-08,onion,Chennai,33.6
2025-07-09,onion,Chennai,37.8
2025-07-10,onion,Chennai,31.7
2025-07-11,onion,Chennai,31.0
2025-07-12,onion,Chennai,30.6
2025-07-13,onion,Chennai,28.9
2025-07-14,onion,Chennai,31.0
2025-07-15,onion,Chennai,29.1
2025-07-16,onion,Chennai,30.5
2025-07-17,onion,Chennai,34.0
2025-07-18,onion,Chennai,27.0
2025-07-19,onion,Chennai,33.4
2025-07-20,onion,Chennai,34.0
2025-07-21,onion,Chennai,29.6
2025-07-22,onion,Chennai,23.6
2025-07-23,onion,Chennai,28.2
2025-07-24,onion,Chennai,33.9
2025-07-25,onion,Chennai,29.9
2025-07-26,onion,Chennai,27.0
2025-07-27,onion,Chennai,28.5
2025-07-28,onion,Chennai,32.5
2025-07-29,onion,Chennai,31.6
2025-07-30,onion,Chennai,29.3
2025-07-31,onion,Chennai,28.9
2025-08-01,onion,Chennai,28.8
2025-08-02,onion,Chennai,27.2
2025-08-03,onion,Chennai,34.8
2025-08-04,onion,Chennai,29.0
2025-08-05,onion,Chennai,33.7
2025-08-06,onion,Chennai,34.6
2025-08-07,onion,Chennai,33.0
2025-08-08,onion,Chennai,28.7
2025-08-09,onion,Chennai,31.2
2025-08-10,onion,Chennai,29.9
2025-08-11,onion,Chennai,27.3
2025-08-12,onion,Chennai,31.0
2025-08-13,onion,Chennai,26.5
2025-08-14,onion,Chennai,33.6
2025-08-15,onion,Chennai,28.6
2025-08-16,onion,Chennai,30.6
2025-08-17,onion,Chennai,30.8
2025-08-18,onion,Chennai,29.2
2025-08-19,onion,Chennai,31.8
2025-08-20,onion,Chennai,28.6
2025-08-21,onion,Chennai,32.6
2025-08-22,onion,Chennai,26.0
2025-08-23,onion,Chennai,30.4
2025-08-24,onion,Chennai,35.8
2025-08-25,onion,Chennai,27.0
2025-08-26,onion,Chennai,28.0
2025-08-27,onion,Chennai,31.5
2025-08-28,onion,Chennai,30.5
2025-08-29,onion,Chennai,31.1
2025-08-30,onion,Chennai,31.5
2025-08-31,onion,Chennai,31.9
2025-09-01,onion,Chennai,28.3
2025-09-02,onion,Chennai,26.2
2025-09-03,onion,Chennai,24.3
2025-09-04,onion,Chennai,27.0
2025-09-05,onion,Chennai,30.7
2025-09-06,onion,Chennai,24.6
2025-09-07,onion,Chennai,22.1
2025-09-08,onion,Chennai,28.3
2025-09-09,onion,Chennai,24.6
2025-09-10,onion,Chennai,18.5
2025-09-11,onion,Chennai,27.5
2025-09-12,onion,Chennai,23.4
2025-09-13,onion,Chennai,24.7
2025-09-14,onion,Chennai,26.0
2025-09-15,onion,Chennai,25.6
2025-09-16,onion,Chennai,27.1
2025-09-17,onion,Chennai,23.7
2025-09-18,onion,Chennai,26.5
2025-09-19,onion,Chennai,24.2
2025-09-20,onion,Chennai,27.2
2025-09-21,onion,Chennai,26.8
2025-09-22,onion,Chennai,22.2
2025-09-23,onion,Chennai,28.3
2025-09-24,onion,Chennai,23.4
2025-09-25,onion,Chennai,27.4
2025-09-26,onion,Chennai,26.1
2025-09-27,onion,Chennai,30.5
2025-09-28,onion,Chennai,24.3
2025-09-29,onion,Chennai,24.0
2025-09-30,onion,Chennai,24.9
2025-10-01,onion,Chennai,24.1
2025-10-02,onion,Chennai,27.4
2025-10-03,onion,Chennai,20.2
2025-10-04,onion,Chennai,21.8
2025-10-05,onion,Chennai,21.8
2025-10-06,onion,Chennai,27.9
2025-10-07,onion,Chennai,30.1
2025-10-08,onion,Chennai,24.7
2025-10-09,onion,Chennai,24.5
2025-10-10,onion,Chennai,25.2
2025-10-11,onion,Chennai,28.5
2025-10-12,onion,Chennai,22.2
2025-10-13,onion,Chennai,25.7
2025-10-14,onion,Chennai,27.9
2025-10-15,onion,Chennai,26.5
2025-10-16,onion,Chennai,25.6
2025-10-17,onion,Chennai,28.0
2025-10-18,onion,Chennai,16.9
2025-10-19,onion,Chennai,27.0
2025-10-20,onion,Chennai,23.0
2025-10-21,onion,Chennai,19.5
2025-10-22,onion,Chennai,26.5
2025-10-23,onion,Chennai,29.1
2025-10-24,onion,Chennai,24.6
2025-10-25,onion,Chennai,27.9
2025-10-26,onion,Chennai,29.8
2025-10-27,onion,Chennai,28.9
2025-10-28,onion,Chennai,29.9
2025-10-29,onion,Chennai,27.2
2025-10-30,onion,Chennai,25.2
2025-10-31,onion,Chennai,20.2
2025-11-01,onion,Chennai,24.3
2025-11-02,onion,Chennai,22.5
2025-11-03,onion,Chennai,31.5
2025-11-04,onion,Chennai,24.5
2025-11-05,onion,Chennai,25.4
2025-11-06,onion,Chennai,26.7
2025-11-07,onion,Chennai,25.1
2025-11-08,onion,Chennai,30.1
2025-11-09,onion,Chennai,23.1
2025-11-10,onion,Chennai,25.6
2025-11-11,onion,Chennai,22.8
2025-11-12,onion,Chennai,21.0
2025-11-13,onion,Chennai,23.2
2025-11-14,onion,Chennai,24.9
2025-11-15,onion,Chennai,23.7
2025-11-16,onion,Chennai,22.9
2025-11-17,onion,Chennai,20.8
2025-11-18,onion,Chennai,24.8
2025-11-19,onion,Chennai,20.5
2025-11-20,onion,Chennai,27.3
2025-11-21,onion,Chennai,25.2
2025-11-22,onion,Chennai,20.6
2025-11-23,onion,Chennai,24.1
2025-11-24,onion,Chennai,22.7
2025-11-25,onion,Chennai,26.0
2025-11-26,onion,Chennai,29.0
2025-11-27,onion,Chennai,19.4
2025-11-28,onion,Chennai,25.3
2025-11-29,onion,Chennai,24.5
2025-11-30,onion,Chennai,27.0
2025-12-01,onion,Chennai,25.6
2025-12-02,onion,Chennai,22.7
2025-12-03,onion,Chennai,24.0
2025-12-04,onion,Chennai,22.6
2025-12-05,onion,Chennai,28.2
2025-12-06,onion,Chennai,25.1
2025-12-07,onion,Chennai,30.7
2025-12-08,onion,Chennai,24.8
2025-12-09,onion,Chennai,22.9
2025-12-10,onion,Chennai,20.5
2025-12-11,onion,Chennai,19.6
2025-12-12,onion,Chennai,20.2
2025-12-13,onion,Chennai,25.8
2025-12-14,onion,Chennai,26.5
2025-12-15,onion,Chennai,20.3
2025-12-16,onion,Chennai,27.7
2025-12-17,onion,Chennai,23.6
2025-12-18,onion,Chennai,25.4
2025-12-19,onion,Chennai,29.8
2025-12-20,onion,Chennai,27.7
2025-12-21,onion,Chennai,24.2
2025-12-22,onion,Chennai,22.3
2025-12-23,onion,Chennai,18.5
2025-12-24,onion,Chennai,22.8
2025-12-25,onion,Chennai,24.4
2025-12-26,onion,Chennai,22.0
2025-12-27,onion,Chennai,24.6
2025-12-28,onion,Chennai,25.2
2025-12-29,onion,Chennai,24.3
2025-12-30,onion,Chennai,23.0
2025-12-31,onion,Chennai,25.5
2025-01-01,onion,Hyderabad,26.3
2025-01-02,onion,Hyderabad,21.7
2025-01-03,onion,Hyderabad,29.2
2025-01-04,onion,Hyderabad,24.7
2025-01-05,onion,Hyderabad,25.1
2025-01-06,onion,Hyderabad,27.1
2025-01-07,onion,Hyderabad,25.7
2025-01-08,onion,Hyderabad,27.9
2025-01-09,onion,Hyderabad,25.9
2025-01-10,onion,Hyderabad,23.2
2025-01-11,onion,Hyderabad,26.1
2025-01-12,onion,Hyderabad,21.6
2025-01-13,onion,Hyderabad,25.3
2025-01-14,onion,Hyderabad,24.9
2025-01-15,onion,Hyderabad,24.4
2025-01-16,onion,Hyderabad,24.6
2025-01-17,onion,Hyderabad,19.4
2025-01-18,onion,Hyderabad,23.4
2025-01-19,onion,Hyderabad,25.3
2025-01-20,onion,Hyderabad,25.5
2025-01-21,onion,Hyderabad,21.9
2025-01-22,onion,Hyderabad,28.8
2025-01-23,onion,Hyderabad,22.4
2025-01-24,onion,Hyderabad,27.9
2025-01-25,onion,Hyderabad,26.3
2025-01-26,onion,Hyderabad,23.1
2025-01-27,onion,Hyderabad,30.3
2025-01-28,onion,Hyderabad,21.4
2025-01-29,onion,Hyderabad,27.8
2025-01-30,onion,Hyderabad,28.0
2025-01-31,onion,Hyderabad,23.0
2025-02-01,onion,Hyderabad,29.2
2025-02-02,onion,Hyderabad,24.2
2025-02-03,onion,Hyderabad,25.9
2025-02-04,onion,Hyderabad,25.8
2025-02-05,onion,Hyderabad,24.6
2025-02-06,onion,Hyderabad,27.4
2025-02-07,onion,Hyderabad,27.4
2025-02-08,onion,Hyderabad,19.8
2025-02-09,onion,Hyderabad,28.9
2025-02-10,onion,Hyderabad,20.0
2025-02-11,onion,Hyderabad,28.1
2025-02-12,onion,Hyderabad,28.4
2025-02-13,onion,Hyderabad,21.7
2025-02-14,onion,Hyderabad,23.8
2025-02-15,onion,Hyderabad,21.7
2025-02-16,onion,Hyderabad,24.4
2025-02-17,onion,Hyderabad,24.1
2025-02-18,onion,Hyderabad,27.3
2025-02-19,onion,Hyderabad,28.9
2025-02-20,onion,Hyderabad,29.2
2025-02-21,onion,Hyderabad,23.3
2025-02-22,onion,Hyderabad,24.4
2025-02-23,onion,Hyderabad,19.9
2025-02-24,onion,Hyderabad,22.6
2025-02-25,onion,Hyderabad,27.9
2025-02-26,onion,Hyderabad,29.8
2025-02-27,onion,Hyderabad,21.3
2025-02-28,onion,Hyderabad,23.2
2025-03-01,onion,Hyderabad,24.9
2025-03-02,onion,Hyderabad,25.8
2025-03-03,onion,Hyderabad,22.6
2025-03-04,onion,Hyderabad,26.3
2025-03-05,onion,Hyderabad,23.6
2025-03-06,onion,Hyderabad,25.0
2025-03-07,onion,Hyderabad,26.6
2025-03-08,onion,Hyderabad,25.0
2025-03-09,onion,Hyderabad,23.7
2025-03-10,onion,Hyderabad,24.7
2025-03-11,onion,Hyderabad,24.7
2025-03-12,onion,Hyderabad,23.9
2025-03-13,onion,Hyderabad,24.2
2025-03-14,onion,Hyderabad,29.8
2025-03-15,onion,Hyderabad,26.7
2025-03-16,onion,Hyderabad,24.1
2025-03-17,onion,Hyderabad,27.1
2025-03-18,onion,Hyderabad,24.0
2025-03-19,onion,Hyderabad,28.5
2025-03-20,onion,Hyderabad,26.1
2025-03-21,onion,Hyderabad,24.7
2025-03-22,onion,Hyderabad,26.3
2025-03-23,onion,Hyderabad,20.3
2025-03-24,onion,Hyderabad,21.6
2025-03-25,onion,Hyderabad,21.4
2025-03-26,onion,Hyderabad,25.4
2025-03-27,onion,Hyderabad,30.2
2025-03-28,onion,Hyderabad,31.7
2025-03-29,onion,Hyderabad,26.9
2025-03-30,onion,Hyderabad,26.5
2025-03-31,onion,Hyderabad,19.6
2025-04-01,onion,Hyderabad,23.4
2025-04-02,onion,Hyderabad,22.6
2025-04-03,onion,Hyderabad,23.1
2025-04-04,onion,Hyderabad,24.5
2025-04-05,onion,Hyderabad,23.6
2025-04-06,onion,Hyderabad,19.1
2025-04-07,onion,Hyderabad,27.2
2025-04-08,onion,Hyderabad,21.8
2025-04-09,onion,Hyderabad,25.7
2025-04-10,onion,Hyderabad,31.2
2025-04-11,onion,Hyderabad,22.2
2025-04-12,onion,Hyderabad,17.4
2025-04-13,onion,Hyderabad,24.1
2025-04-14,onion,Hyderabad,28.3
2025-04-15,onion,Hyderabad,30.9
2025-04-16,onion,Hyderabad,21.3
2025-04-17,onion,Hyderabad,26.5
2025-04-18,onion,Hyderabad,23.6
2025-04-19,onion,Hyderabad,24.7
2025-04-20,onion,Hyderabad,32.9
2025-04-21,onion,Hyderabad,20.5
2025-04-22,onion,Hyderabad,25.8
2025-04-23,onion,Hyderabad,26.4
2025-04-24,onion,Hyderabad,28.3
2025-04-25,onion,Hyderabad,25.3
2025-04-26,onion,Hyderabad,25.9
2025-04-27,onion,Hyderabad,23.8
2025-04-28,onion,Hyderabad,25.8
2025-04-29,onion,Hyderabad,24.0
2025-04-30,onion,Hyderabad,26.9
2025-05-01,onion,Hyderabad,23.9
2025-05-02,onion,Hyderabad,26.1
2025-05-03,onion,Hyderabad,24.9
2025-05-04,onion,Hyderabad,28.4
2025-05-05,onion,Hyderabad,24.8
2025-05-06,onion,Hyderabad,19.7
2025-05-07,onion,Hyderabad,28.8
2025-05-08,onion,Hyderabad,22.3
2025-05-09,onion,Hyderabad,23.0
2025-05-10,onion,Hyderabad,23.2
2025-05-11,onion,Hyderabad,29.1
2025-05-12,onion,Hyderabad,18.6
2025-05-13,onion,Hyderabad,34.4
2025-05-14,onion,Hyderabad,28.2
2025-05-15,onion,Hyderabad,25.7
2025-05-16,onion,Hyderabad,24.8
2025-05-17,onion,Hyderabad,25.9
2025-05-18,onion,Hyderabad,26.6
2025-05-19,onion,Hyderabad,26.9
2025-05-20,onion,Hyderabad,26.7
2025-05-21,onion,Hyderabad,25.3
2025-05-22,onion,Hyderabad,24.4
2025-05-23,onion,Hyderabad,24.5
2025-05-24,onion,Hyderabad,24.4
2025-05-25,onion,Hyderabad,28.4
2025-05-26,onion,Hyderabad,26.8
2025-05-27,onion,Hyderabad,16.2
2025-05-28,onion,Hyderabad,27.0
2025-05-29,onion,Hyderabad,25.6
2025-05-30,onion,Hyderabad,24.9
2025-05-31,onion,Hyderabad,23.8
2025-06-01,onion,Hyderabad,33.4
2025-06-02,onion,Hyderabad,32.8
2025-06-03,onion,Hyderabad,27.7
2025-06-04,onion,Hyderabad,31.2
2025-06-05,onion,Hyderabad,27.1
2025-06-06,onion,Hyderabad,25.9
2025-06-07,onion,Hyderabad,28.1
2025-06-08,onion,Hyderabad,32.6
2025-06-09,onion,Hyderabad,32.9
2025-06-10,onion,Hyderabad,31.5
2025-06-11,onion,Hyderabad,32.2
2025-06-12,onion,Hyderabad,31.5
2025-06-13,onion,Hyderabad,28.1
2025-06-14,onion,Hyderabad,31.3
2025-06-15,onion,Hyderabad,32.4
2025-06-16,onion,Hyderabad,32.3
2025-06-17,onion,Hyderabad,33.6
2025-06-18,onion,Hyderabad,32.1
2025-06-19,onion,Hyderabad,31.1
2025-06-20,onion,Hyderabad,33.2
2025-06-21,onion,Hyderabad,29.9
2025-06-22,onion,Hyderabad,27.4
2025-06-23,onion,Hyderabad,29.5
2025-06-24,onion,Hyderabad,27.8
2025-06-25,onion,Hyderabad,28.0
2025-06-26,onion,Hyderabad,29.6
2025-06-27,onion,Hyderabad,27.6
2025-06-28,onion,Hyderabad,29.1
2025-06-29,onion,Hyderabad,24.3
2025-06-30,onion,Hyderabad,30.6
2025-07-01,onion,Hyderabad,30.0
2025-07-02,onion,Hyderabad,27.5
2025-07-03,onion,Hyderabad,32.0
2025-07-04,onion,Hyderabad,32.8
2025-07-05,onion,Hyderabad,25.2
2025-07-06,onion,Hyderabad,27.7
2025-07-07,onion,Hyderabad,27.7
2025-07-08,onion,Hyderabad,27.2
2025-07-09,onion,Hyderabad,32.5
2025-07-10,onion,Hyderabad,29.4
2025-07-11,onion,Hyderabad,29.2
2025-07-12,onion,Hyderabad,24.0
2025-07-13,onion,Hyderabad,31.9
2025-07-14,onion,Hyderabad,26.3
2025-07-15,onion,Hyderabad,30.2
2025-07-16,onion,Hyderabad,30.8
2025-07-17,onion,Hyderabad,34.1
2025-07-18,onion,Hyderabad,26.1
2025-07-19,onion,Hyderabad,20.9
2025-07-20,onion,Hyderabad,30.6
2025-07-21,onion,Hyderabad,35.4
2025-07-22,onion,Hyderabad,33.7
2025-07-23,onion,Hyderabad,30.6
2025-07-24,onion,Hyderabad,28.5
2025-07-25,onion,Hyderabad,32.4
2025-07-26,onion,Hyderabad,27.1
2025-07-27,onion,Hyderabad,31.4
2025-07-28,onion,Hyderabad,31.5
2025-07-29,onion,Hyderabad,33.2
2025-07-30,onion,Hyderabad,38.3
2025-07-31,onion,Hyderabad,31.2
2025-08-01,onion,Hyderabad,28.5
2025-08-02,onion,Hyderabad,29.9
2025-08-03,onion,Hyderabad,24.7
2025-08-04,onion,Hyderabad,27.9
2025-08-05,onion,Hyderabad,28.8
2025-08-06,onion,Hyderabad,28.4
2025-08-07,onion,Hyderabad,30.5
2025-08-08,onion,Hyderabad,27.5
2025-08-09,onion,Hyderabad,33.4
2025-08-10,onion,Hyderabad,30.0
2025-08-11,onion,Hyderabad,30.0
